cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,k_ratio,max_drawdown,total_trades,average_contracts,avg_profit_per_contract,avg_bars_win,avg_bars_loss,win_rate,average_trade_return,profit_factor,correlation_to_breakout,correlation_to_ma_10_40
-0.6556617872428901,-0.10127895638239737,0.2225775822913826,-0.36975267358225694,-0.0013184943194293852,-142.97698576915403,-0.7383760791948986,35,1.0,0.0,24.15,66.6,0.5714285714285714,0.0,0.36901934147676796,,
